0.02,1.925552,-0.02264411,-0.02358602,-0.02547966,-0.05932617,1.017578,0.000244141,-0.003379241,-0.3109376,0.2805828,0.9817343,0
0.039999999,2.927033,-0.02264411,-0.01136907,-0.02303627,-0.05566406,1.012939,0.000488281,-0.003604079,-0.3110379,0.2807374,0.9608763,0.25
0.373333342,2.936351,-0.03241766,-0.01014738,-0.02059288,-0.06054688,1.013916,-0.000488281,-0.0034301,-0.3111163,0.2808876,0.9593066,0.4291003
0.440976642,2.939418,-0.02630919,-0.00770399,-0.0169278,-0.05566406,1.013184,0.000488281,-0.003439325,-0.3110615,0.2809276,0.9585834,0.5638882
0.474680141,2.914842,-0.03119597,-0.02602941,-0.02547966,-0.05859375,1.016602,0.000732422,-0.003362661,-0.3109234,0.2809561,0.9575382,0.6729162
0.485770441,2.909943,-0.02630919,-0.01136907,-0.03280983,-0.05932617,1.015381,-0.000488281,-0.003381996,-0.310944,0.2807974,0.9500773,0.7546871
0.495956141,2.919224,-0.02264411,-0.0052606,-0.01814949,-0.05786133,1.014893,0.000732422,-0.003398973,-0.3109121,0.2806685,0.947178,0.8160154
0.50837454,2.899818,-0.0250875,-0.02114263,-0.03280983,-0.0625,1.017334,0.000976563,-0.003485509,-0.3109554,0.2805513,0.9456589,0.8160154
0.52082724,2.907131,-0.03363936,-0.01992093,-0.02914474,-0.05688477,1.015381,-0.004394531,-0.003546162,-0.311003,0.2804694,0.9404166,0.8160154
0.53535064,2.915595,-0.0238658,-0.03091618,-0.02181458,-0.05834961,1.015381,0.002685547,-0.00358555,-0.3109588,0.2805333,0.9412357,0.8160154
0.56448724,2.916569,-0.02020072,-0.01747755,-0.01814949,-0.05981445,1.015137,0.001953125,-0.003604062,-0.3108995,0.2806363,0.9427271,0.8160154
0.596117641,2.921122,-0.0238658,-0.0052606,-0.03525322,-0.05981445,1.014648,0.000488281,-0.003701854,-0.3108749,0.2805394,0.9442092,0.8160154
0.621308842,2.929723,-0.0250875,-0.004038906,-0.02670136,-0.05810547,1.013916,0,-0.003656246,-0.3108842,0.2805229,0.9467716,0.8160154
0.645606742,2.902776,-0.0250875,-0.01014738,-0.02670136,-0.06030273,1.017578,-0.000244141,-0.003536651,-0.3108985,0.2804583,0.9478828,0.8160154
0.673369243,2.910902,-0.02753088,-0.01625585,-0.02547966,-0.06030273,1.014404,0.003662109,-0.003421999,-0.3108444,0.2803608,0.9422216,0.8160154
0.696664142,2.939026,-0.02264411,-0.01014738,-0.01937119,-0.05859375,1.012695,0.003173828,-0.003340343,-0.3107802,0.2803349,0.9451241,0.8160154
0.721662943,2.922506,-0.01897902,-0.01381246,-0.02181458,-0.05737305,1.015869,-0.001953125,-0.003539262,-0.3108448,0.2801954,0.950854,0.8160154
0.752727543,2.916579,-0.0250875,-0.01869924,-0.02181458,-0.06030273,1.014893,-0.000732422,-0.003740419,-0.3108743,0.2801855,0.9485608,0.8160154
0.824539644,2.900646,-0.02020072,-0.0052606,-0.01204102,-0.05957031,1.017334,0.001708984,-0.003924389,-0.310913,0.2801896,0.9460444,0.8160154
